problem_id,difficulty_score,avg_accuracy,std_accuracy,num_epochs
103,0.5,0.5,0.5,10
92,0.4,0.6,0.48989794855663565,10
9,0.4,0.6,0.48989794855663565,10
130,0.4,0.6,0.48989794855663565,10
119,0.4,0.6,0.4898979485566356,10
29,0.4,0.6,0.4898979485566356,10
100,0.4,0.6,0.48989794855663565,10
179,0.4,0.6,0.4898979485566356,10
58,0.4,0.6,0.48989794855663565,10
177,0.4,0.6,0.48989794855663565,10
167,0.4,0.6,0.4898979485566356,10
70,0.4,0.6,0.48989794855663565,10
56,0.4,0.6,0.4898979485566356,10
87,0.30000000000000004,0.7,0.45825756949558394,10
180,0.30000000000000004,0.7,0.45825756949558394,10
191,0.30000000000000004,0.7,0.45825756949558394,10
26,0.30000000000000004,0.7,0.45825756949558394,10
62,0.30000000000000004,0.7,0.45825756949558405,10
79,0.30000000000000004,0.7,0.45825756949558394,10
32,0.19999999999999996,0.8,0.4,10
25,0.19999999999999996,0.8,0.4,10
169,0.19999999999999996,0.8,0.4,10
2,0.19999999999999996,0.8,0.4,10
146,0.09999999999999998,0.9,0.3,10
144,0.09999999999999998,0.9,0.30000000000000004,10
178,0.09999999999999998,0.9,0.30000000000000004,10
52,0.09999999999999998,0.9,0.3,10
22,0.09999999999999998,0.9,0.30000000000000004,10
40,0.09999999999999998,0.9,0.30000000000000004,10
36,0.09999999999999998,0.9,0.30000000000000004,10
60,0.09999999999999998,0.9,0.30000000000000004,10
192,0.09999999999999998,0.9,0.3,10
151,0.09999999999999998,0.9,0.30000000000000004,10
85,0.09999999999999998,0.9,0.30000000000000004,10
89,0.09999999999999998,0.9,0.30000000000000004,10
150,0.0,1.0,0.0,10
138,0.0,1.0,0.0,10
162,0.0,1.0,0.0,10
158,0.0,1.0,0.0,10
157,0.0,1.0,0.0,10
182,0.0,1.0,0.0,10
164,0.0,1.0,0.0,10
166,0.0,1.0,0.0,10
136,0.0,1.0,0.0,10
189,0.0,1.0,0.0,10
176,0.0,1.0,0.0,10
170,0.0,1.0,0.0,10
142,0.0,1.0,0.0,10
155,0.0,1.0,0.0,10
196,0.0,1.0,0.0,10
195,0.0,1.0,0.0,10
154,0.0,1.0,0.0,10
172,0.0,1.0,0.0,10
194,0.0,1.0,0.0,10
190,0.0,1.0,0.0,10
152,0.0,1.0,0.0,10
193,0.0,1.0,0.0,10
147,0.0,1.0,0.0,10
173,0.0,1.0,0.0,10
149,0.0,1.0,0.0,10
161,0.0,1.0,0.0,10
185,0.0,1.0,0.0,10
1,0.0,1.0,0.0,10
135,0.0,1.0,0.0,10
38,0.0,1.0,0.0,10
66,0.0,1.0,0.0,10
65,0.0,1.0,0.0,10
63,0.0,1.0,0.0,10
61,0.0,1.0,0.0,10
59,0.0,1.0,0.0,10
51,0.0,1.0,0.0,10
50,0.0,1.0,0.0,10
47,0.0,1.0,0.0,10
45,0.0,1.0,0.0,10
44,0.0,1.0,0.0,10
42,0.0,1.0,0.0,10
41,0.0,1.0,0.0,10
39,0.0,1.0,0.0,10
35,0.0,1.0,0.0,10
68,0.0,1.0,0.0,10
27,0.0,1.0,0.0,10
21,0.0,1.0,0.0,10
20,0.0,1.0,0.0,10
17,0.0,1.0,0.0,10
15,0.0,1.0,0.0,10
12,0.0,1.0,0.0,10
11,0.0,1.0,0.0,10
10,0.0,1.0,0.0,10
8,0.0,1.0,0.0,10
7,0.0,1.0,0.0,10
6,0.0,1.0,0.0,10
5,0.0,1.0,0.0,10
3,0.0,1.0,0.0,10
67,0.0,1.0,0.0,10
69,0.0,1.0,0.0,10
134,0.0,1.0,0.0,10
104,0.0,1.0,0.0,10
133,0.0,1.0,0.0,10
125,0.0,1.0,0.0,10
124,0.0,1.0,0.0,10
123,0.0,1.0,0.0,10
120,0.0,1.0,0.0,10
117,0.0,1.0,0.0,10
115,0.0,1.0,0.0,10
113,0.0,1.0,0.0,10
112,0.0,1.0,0.0,10
110,0.0,1.0,0.0,10
109,0.0,1.0,0.0,10
108,0.0,1.0,0.0,10
105,0.0,1.0,0.0,10
102,0.0,1.0,0.0,10
71,0.0,1.0,0.0,10
101,0.0,1.0,0.0,10
97,0.0,1.0,0.0,10
96,0.0,1.0,0.0,10
88,0.0,1.0,0.0,10
84,0.0,1.0,0.0,10
83,0.0,1.0,0.0,10
82,0.0,1.0,0.0,10
81,0.0,1.0,0.0,10
78,0.0,1.0,0.0,10
75,0.0,1.0,0.0,10
74,0.0,1.0,0.0,10
73,0.0,1.0,0.0,10
72,0.0,1.0,0.0,10
198,0.0,1.0,0.0,10
